flooded,negative
fault,negative
off,negative
shutdown,negative
outage,negative
cut,negative
power outage,negative
power cut,negative
blackout,negative
disruption,negative
dimout,negative
electrical failure,negative
failure,negative
interruption,negative
disconnection,negative
no power,negative
no lights,negative
without power,negative
